manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Mercedes-Benz,GLA,2016,SUV,Petrol,Automatic,375.48,1991.0,12.33,54500.0,2,Comprehensive,5,delhi,23.0
Hyundai,Verna,2017,Sedan,Petrol,Manual,121.3,1591.0,17.01,89581.0,1,zero_depreciation,5,delhi,7.98
Skoda,Rapid,2014,Sedan,Petrol,Automatic,103.6,1598.0,14.3,110000.0,2,third_party_insurance,5,delhi,2.75
Mercedes-Benz,GLS,2016,SUV,Diesel,Automatic,258.0,2987.0,11.0,79500.0,1,Comprehensive,7,delhi,48.9
Toyota,Etios,2011,Sedan,Petrol,Manual,89.0,1496.0,17.6,69164.0,2,third_party_insurance,5,delhi,2.5
Honda,CR-V,2016,SUV,Petrol,Automatic,153.86,1997.0,13.7,28000.0,1,Comprehensive,5,delhi,14.5
Maruti,Vitara Brezza,2018,SUV,Diesel,Manual,88.5,1248.0,24.3,66175.0,1,Comprehensive,5,delhi,7.87
Porsche,Macan,2020,SUV,Petrol,Automatic,375.48,2894.0,13.6,22000.0,2,Comprehensive,5,delhi,75.0
Tata,Tigor,2017,Sedan,Petrol,Manual,84.0,1199.0,20.3,47001.0,1,Comprehensive,5,delhi,4.85
Toyota,Fortuner,2016,SUV,Diesel,Automatic,174.5,2755.0,15.04,145000.0,1,Comprehensive,7,delhi,17.15
Mercedes-Benz,E-Class,2021,Sedan,Petrol,Automatic,194.44,1991.0,15.0,19000.0,1,Comprehensive,5,delhi,61.0
Audi,A4,2015,Sedan,Diesel,Automatic,174.33,1968.0,17.11,43600.0,2,third_party_insurance,5,delhi,12.0
Hyundai,Grand i10,2016,Hatchback,Petrol,Manual,82.0,1197.0,25.0,63521.0,1,Comprehensive,5,delhi,4.25
Maruti,Swift Dzire,2021,Sedan,Petrol,Manual,88.5,1197.0,22.41,18021.0,1,Comprehensive,5,delhi,7.0
Maruti,Wagon R,2008,Hatchback,Petrol,Manual,63.12448,1061.0,17.3,90000.0,1,third_party_insurance,5,delhi,0.61
Mercedes-Benz,G,2021,SUV,Diesel,Automatic,281.61,2925.0,8.13,38000.0,1,Comprehensive,5,delhi,245.00000000000003
Ford,Figo,2021,Hatchback,Petrol,Manual,94.93,1194.0,18.5,39076.0,1,third_party_insurance,5,delhi,7.11
Mercedes-Benz,GLC,2020,SUV,Petrol,Automatic,197.0,1991.0,12.74,36000.0,1,Comprehensive,5,delhi,52.5
Toyota,Innova Crysta,2017,MUV,Diesel,Manual,147.51,2393.0,13.68,105000.0,1,third_party_insurance,7,delhi,15.0
Mini,Cooper Convertible,2020,Others,Petrol,Automatic,189.08,1998.0,16.72,6500.0,2,third_party_insurance,4,delhi,44.5
Hyundai,i10,2010,Hatchback,Petrol,Manual,78.9,1197.0,20.36,111237.0,2,third_party_insurance,5,delhi,1.4
Volkswagen,Polo,2018,Hatchback,Petrol,Automatic,103.5,1197.0,17.21,70000.0,2,third_party_insurance,5,delhi,7.15
Volvo,XC 90,2015,SUV,Diesel,Automatic,200.0,2400.0,11.1,95000.0,2,Comprehensive,7,delhi,10.75
Nissan,Magnite,2022,SUV,Petrol,Manual,71.02,999.0,18.75,13278.0,1,Comprehensive,5,delhi,8.37
Mahindra,Thar,2022,SUV,Diesel,Automatic,130.0,2184.0,15.748,35000.0,2,third_party_insurance,4,delhi,16.5
Nissan,Magnite,2022,SUV,Petrol,Manual,98.63,999.0,20.0,12255.0,1,third_party_insurance,5,delhi,8.94
Mercedes-Benz,GLS,2017,SUV,Petrol,Automatic,333.0,2996.0,8.9,68000.0,1,Comprehensive,7,delhi,62.5
Tata,Hexa,2019,SUV,Diesel,Manual,153.86,2179.0,17.6,67000.0,1,third_party_insurance,7,delhi,9.5
Maruti,Baleno,2019,Hatchback,Diesel,Manual,74.0,1248.0,27.39,37000.0,1,Comprehensive,5,delhi,6.5
Mercedes-Benz,C-Class,2020,Sedan,Petrol,Automatic,201.15,1950.0,11.9,8000.0,1,Comprehensive,5,delhi,43.99
Maruti,SX4 S Cross,2017,SUV,Diesel,Manual,88.5,1248.0,23.65,54000.0,1,third_party_insurance,5,delhi,5.95
Honda,City,2014,Sedan,Diesel,Manual,98.6,1498.0,25.1,120000.0,1,third_party_insurance,5,delhi,4.99
Maruti,Swift Dzire,2010,Sedan,Petrol,Manual,85.8,1298.0,17.5,70000.0,2,third_party_insurance,5,delhi,1.5
Mercedes-Benz,GLC,2022,SUV,Petrol,Automatic,197.0,1991.0,12.74,17000.0,1,Comprehensive,5,delhi,63.0
Mercedes-Benz,GLS,2016,SUV,Diesel,Automatic,258.0,2987.0,11.0,45000.0,1,Comprehensive,7,delhi,52.0
Maruti,Celerio,2018,Hatchback,Petrol,Manual,65.71,998.0,25.24,19717.0,1,third_party_insurance,5,delhi,4.59
BMW,3 Series Gran Limousine,2021,Sedan,Petrol,Automatic,254.79,1998.0,15.3,20000.0,1,Comprehensive,5,delhi,51.9
Maruti,Alto K10,2017,Hatchback,Petrol,Manual,65.71,998.0,24.39,35495.0,1,third_party_insurance,5,delhi,3.32
Mercedes-Benz,GLA Class,2016,SUV,Petrol,Automatic,183.0,1991.0,13.7,25000.0,2,Comprehensive,5,delhi,21.9
Jeep,Compass,2018,SUV,Petrol,Automatic,160.77,1368.0,16.0,27401.0,1,third_party_insurance,5,delhi,15.5
Maruti,S-Presso,2019,Hatchback,Petrol,Manual,65.71,998.0,21.7,15981.0,1,Comprehensive,5,delhi,4.27
MG,Hector,2022,SUV,Petrol,Automatic,141.0,1451.0,15.098529411764707,7500.0,1,Comprehensive,5,delhi,19.0
Audi,A4,2022,Sedan,Petrol,Automatic,187.74,1998.0,16.401851851851852,6300.0,1,Comprehensive,5,delhi,42.0
Hyundai,i10,2011,Hatchback,Petrol,Manual,78.9,1197.0,20.36,73052.0,1,third_party_insurance,5,delhi,1.83
Honda,City,2014,Sedan,Petrol,Automatic,117.3,1497.0,18.0,61000.0,1,Comprehensive,5,delhi,5.71
Tata,Punch,2021,SUV,Petrol,Manual,86.63,1199.0,20.09,15036.0,1,third_party_insurance,5,delhi,8.06
BMW,5 Series,2015,Sedan,Diesel,Automatic,187.74,1995.0,20.37,94000.0,1,Comprehensive,5,delhi,17.0
Hyundai,Xcent,2018,Sedan,Petrol,Manual,81.86,1197.0,20.14,39000.0,1,third_party_insurance,5,delhi,5.25
Mahindra,KUV 100,2016,SUV,Petrol,Manual,82.0,1198.0,18.15,90000.0,3,third_party_insurance,6,delhi,2.5
Skoda,Fabia,2011,Hatchback,Petrol,Manual,73.9,1198.0,16.25,90000.0,1,third_party_insurance,5,delhi,1.2
Mercedes-Benz,GLS,2017,SUV,Diesel,Automatic,258.0,2987.0,11.0,44000.0,2,third_party_insurance,7,delhi,55.5
Maruti,Wagon R,2006,Hatchback,Petrol,Manual,67.1,998.0,18.9,120000.0,2,third_party_insurance,5,delhi,0.6
Renault,KWID,2018,Hatchback,Petrol,Manual,53.3,799.0,25.17,30000.0,1,third_party_insurance,5,delhi,2.65
Volvo,XC60,2021,SUV,Petrol,Automatic,250.0,1969.0,11.2,4900.0,1,Comprehensive,5,delhi,61.5
Mini,Cooper,2015,Hatchback,Petrol,Automatic,98.0,1598.0,19.23,36000.0,2,Comprehensive,5,delhi,19.75
Maruti,Ignis,2022,Hatchback,Petrol,Manual,81.8,1197.0,20.89,4975.0,1,Comprehensive,5,delhi,5.19
Renault,Triber,2021,MUV,Petrol,Manual,71.01,999.0,20.0,36758.0,1,third_party_insurance,7,delhi,5.58
BMW,3 Series Gran Limousine,2022,Sedan,Petrol,Automatic,254.79,1998.0,15.3,3500.0,1,Comprehensive,5,delhi,55.9
Renault,Kiger,2022,SUV,Petrol,Automatic,98.63,999.0,18.24,10000.0,1,third_party_insurance,5,delhi,10.25
Nissan,Magnite,2021,SUV,Petrol,Manual,71.02,999.0,18.75,61882.0,1,Comprehensive,5,delhi,6.98
Volkswagen,Polo,2011,Hatchback,Petrol,Manual,73.974,1198.0,17.0,66000.0,1,Comprehensive,5,delhi,2.75
Land Rover,Discovery Sport,2018,SUV,Petrol,Automatic,237.36,1997.0,12.81,46000.0,1,Comprehensive,7,delhi,39.5
Maruti,Ignis,2021,Hatchback,Petrol,Manual,81.8,1197.0,20.89,6088.0,1,Comprehensive,5,delhi,5.24
Hyundai,i20,2018,Hatchback,Petrol,Automatic,81.86,1197.0,17.4,23000.0,1,Comprehensive,5,delhi,6.75
Maruti,Baleno,2018,Hatchback,Petrol,Manual,83.1,1197.0,21.4,41732.0,1,zero_depreciation,5,delhi,5.46
BMW,5 Series,2018,Sedan,Diesel,Automatic,187.74,1995.0,22.48,55000.0,2,Comprehensive,5,delhi,36.85
Maruti,Vitara Brezza,2019,SUV,Diesel,Manual,88.5,1248.0,24.3,51000.0,1,Comprehensive,5,delhi,7.75
Hyundai,EON,2015,Hatchback,Petrol,Manual,55.2,814.0,21.1,38000.0,1,Comprehensive,5,delhi,2.45
Mahindra,XUV500,2016,SUV,Diesel,Manual,140.0,2179.0,16.0,60000.0,1,third_party_insurance,7,delhi,10.0
Mercedes-Benz,GLE,2016,SUV,Diesel,Automatic,201.15,2143.0,17.9,75000.0,1,Comprehensive,5,delhi,30.9
Audi,Q5,2014,SUV,Diesel,Automatic,174.3,1968.0,14.16,92000.0,3,Comprehensive,5,delhi,13.0
Honda,Jazz,2009,Hatchback,Petrol,Manual,90.0,1198.0,16.0,90000.0,3,third_party_insurance,5,delhi,0.95
Audi,Q5,2013,SUV,Diesel,Automatic,174.3,1968.0,14.16,92000.0,2,Comprehensive,5,delhi,13.0
Hyundai,i20,2019,Hatchback,Petrol,Manual,81.83,1197.0,18.6,49010.0,1,third_party_insurance,5,delhi,5.95
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,26089.0,1,third_party_insurance,5,delhi,5.92
Mahindra,Scorpio,2014,SUV,Diesel,Manual,120.0,2179.0,15.4,54000.0,1,third_party_insurance,7,delhi,5.2
Maruti,Alto K10,2018,Hatchback,Petrol,Manual,65.71,998.0,24.39,37302.0,1,Comprehensive,5,delhi,3.52
Mercedes-Benz,CLA,2018,Sedan,Diesel,Automatic,136.0,2143.0,17.9,42000.0,2,Comprehensive,5,delhi,25.5
Maruti,Baleno,2021,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,37000.0,1,Comprehensive,5,delhi,8.9
Maruti,Alto 800,2015,Hatchback,Petrol,Manual,47.33,796.0,22.05,36483.0,1,third_party_insurance,5,delhi,2.58
Hyundai,Elantra,2015,Sedan,Petrol,Automatic,149.92,1999.0,14.62,62000.0,1,Comprehensive,5,delhi,7.75
Hyundai,Creta,2019,SUV,Petrol,Manual,121.3,1591.0,15.8,38010.0,1,third_party_insurance,5,delhi,10.95
Maruti,Celerio,2018,Hatchback,Petrol,Automatic,67.04,998.0,23.1,35123.0,2,Comprehensive,5,delhi,4.75
Honda,City,2016,Sedan,Petrol,Automatic,117.3,1497.0,18.0,43000.0,1,Comprehensive,5,delhi,8.0
Ford,Ecosport,2019,SUV,Diesel,Manual,98.96,1498.0,23.0,25154.0,2,third_party_insurance,5,delhi,7.38
BMW,5 Series,2020,Sedan,Diesel,Automatic,187.74,1995.0,20.37,10000.0,1,Comprehensive,5,delhi,56.0
Tata,Harrier,2021,SUV,Diesel,Automatic,167.67,1956.0,14.6,30600.0,2,Comprehensive,5,delhi,18.5
Hyundai,Venue,2020,SUV,Petrol,Manual,81.86,1197.0,17.52,55000.0,1,third_party_insurance,5,delhi,7.75
Mahindra,Thar,2021,SUV,Petrol,Automatic,150.0,1997.0,15.748,14500.0,2,Comprehensive,4,delhi,15.5
Mercedes-Benz,GLS,2017,SUV,Diesel,Automatic,258.0,2987.0,11.0,80000.0,2,Comprehensive,7,delhi,49.5
Hyundai,Elantra,2013,Sedan,Petrol,Automatic,147.5,1797.0,14.5,76000.0,1,Comprehensive,5,delhi,5.75
Honda,Amaze,2018,Sedan,Petrol,Automatic,88.76,1199.0,18.3,58000.0,1,third_party_insurance,5,delhi,6.75
Kia,Seltos,2020,SUV,Petrol,Automatic,138.0,1353.0,16.2,34000.0,1,third_party_insurance,5,delhi,16.5
Audi,Q7,2019,SUV,Diesel,Automatic,245.0,2967.0,14.75,25000.0,1,third_party_insurance,7,delhi,66.75
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,25367.0,1,Comprehensive,5,delhi,5.68
Mercedes-Benz,CLA,2016,Sedan,Petrol,Automatic,183.0,1991.0,15.04,29000.0,1,Comprehensive,5,delhi,23.5
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,27240.0,1,third_party_insurance,5,delhi,5.48
Mercedes-Benz,S-Class,2015,Sedan,Petrol,Automatic,453.26,4663.0,7.81,55000.0,1,Comprehensive,5,delhi,51.5
Hyundai,Creta,2020,SUV,Diesel,Manual,113.98,1493.0,16.65796052631579,28000.0,1,Comprehensive,5,delhi,11.5
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,20755.0,2,Comprehensive,5,delhi,5.03
Toyota,Vellfire,2023,Others,Petrol,Automatic,140.1,2487.0,16.367500000000003,10500.0,1,Comprehensive,7,delhi,119.0
Mercedes-Benz,A G 63,2023,SUV,Petrol,Automatic,576.63,3982.0,12.79725579322638,3500.0,1,Comprehensive,5,delhi,415.00000000000006
Maruti,Swift,2014,Hatchback,Petrol,Manual,81.8,1197.0,22.0,56722.0,1,Comprehensive,5,delhi,3.79
Honda,CR-V,2013,SUV,Petrol,Automatic,158.8,2354.0,11.1,81000.0,2,third_party_insurance,5,delhi,9.25
Maruti,A-Star,2011,Hatchback,Petrol,Manual,66.1,998.0,19.0,55566.0,1,Comprehensive,5,delhi,1.97
Audi,A6,2020,Sedan,Petrol,Automatic,241.3,1984.0,14.11,5500.0,1,third_party_insurance,5,delhi,48.25
Hyundai,Creta,2023,SUV,Diesel,Manual,113.45,1493.0,16.65796052631579,4000.0,1,Comprehensive,5,delhi,17.75
Hyundai,Verna,2023,Sedan,Petrol,Automatic,157.57,1482.0,20.6,950.0,1,Comprehensive,5,delhi,16.5
Mahindra,Bolero Power Plus,2017,SUV,Diesel,Manual,70.0,1493.0,16.5,71000.0,1,third_party_insurance,7,delhi,5.4
Toyota,Innova Crysta,2019,MUV,Diesel,Manual,147.8,2393.0,13.68,28000.0,1,third_party_insurance,8,delhi,18.4
Hyundai,Verna,2018,Sedan,Petrol,Manual,121.3,1591.0,17.0,35000.0,1,Comprehensive,5,delhi,8.85
Jeep,Compass,2020,SUV,Petrol,Automatic,159.74,1368.0,14.01,80000.0,1,third_party_insurance,5,delhi,18.0
Maruti,Ciaz,2016,Sedan,Petrol,Automatic,91.1,1373.0,19.12,60000.0,2,third_party_insurance,5,delhi,6.0
Mahindra,XUV300,2021,SUV,Petrol,Manual,108.6,1197.0,17.0,12710.0,1,third_party_insurance,5,delhi,9.65
Maruti,Wagon R,2011,Hatchback,Petrol,Manual,67.1,998.0,18.9,64694.0,1,Comprehensive,5,delhi,2.08
BMW,3 Series,2019,Sedan,Diesel,Automatic,190.0,1995.0,22.69,67510.0,2,Comprehensive,5,delhi,26.5
Hyundai,Grand i10,2018,Hatchback,Petrol,Manual,81.86,1197.0,18.9,21867.0,1,Comprehensive,5,delhi,5.28
BMW,X5,2022,SUV,Diesel,Automatic,261.49,2998.0,13.38,18000.0,2,Comprehensive,5,delhi,87.65
Audi,A3,2018,Sedan,Petrol,Automatic,150.0,1395.0,19.2,78010.0,1,Comprehensive,5,delhi,21.75
Tata,Tiago,2021,Hatchback,Petrol,Manual,84.82,1199.0,20.09,36247.0,1,Comprehensive,5,delhi,5.55
Jeep,Wrangler,2022,SUV,Petrol,Automatic,268.0,1998.0,12.1,3106.0,1,Comprehensive,5,delhi,62.0
Mercedes-Benz,GLC,2020,SUV,Petrol,Automatic,197.0,1991.0,12.74,40000.0,2,Comprehensive,5,delhi,51.75
Maruti,Baleno,2019,Hatchback,Petrol,Manual,81.8,1197.0,21.01,55566.0,1,Comprehensive,5,delhi,6.22
Mercedes-Benz,CLA,2016,Sedan,Petrol,Automatic,183.0,1991.0,15.04,91000.0,1,Comprehensive,5,delhi,19.75
Nissan,Magnite,2021,SUV,Petrol,Manual,71.02,999.0,18.75,46318.0,1,zero_depreciation,5,delhi,7.33
Maruti,Ciaz,2023,Sedan,Petrol,Manual,103.25,1462.0,20.65,7359.0,1,Comprehensive,5,delhi,10.75
Mercedes-Benz,GLC,2022,SUV,Diesel,Automatic,194.0,1950.0,14.8425,35060.0,1,Comprehensive,5,delhi,59.99
BMW,X1,2020,SUV,Diesel,Automatic,188.0,1995.0,17.05,22060.0,1,Comprehensive,5,delhi,31.0
BMW,3 Series GT,2017,Sedan,Petrol,Automatic,248.0,1998.0,15.34,68060.0,1,Comprehensive,5,delhi,31.0
Maruti,Vitara Brezza,2017,SUV,Diesel,Manual,88.5,1248.0,24.3,27000.0,1,Comprehensive,5,delhi,6.99
Hyundai,Accent,2010,Sedan,Petrol,Manual,92.71408,1495.0,13.2,53000.0,2,third_party_insurance,5,delhi,0.8
Honda,Amaze,2013,Sedan,Diesel,Manual,98.6,1498.0,25.8,50000.0,1,third_party_insurance,5,delhi,2.5
Mercedes-Benz,C-Class,2020,Sedan,Diesel,Automatic,194.0,1950.0,12.6,15000.0,1,Comprehensive,5,delhi,39.65
Honda,City,2015,Sedan,Petrol,Manual,117.3,1497.0,17.4,99373.0,1,Comprehensive,5,delhi,5.78
Ford,Ecosport,2016,SUV,Diesel,Manual,98.59,1498.0,22.77,120000.0,1,third_party_insurance,5,delhi,2.65
Maruti,Alto 800,2017,Hatchback,Petrol,Manual,47.33,796.0,22.05,11815.0,1,third_party_insurance,5,delhi,3.06
Maruti,Swift Dzire,2016,Sedan,Petrol,Manual,81.8,1197.0,21.21,39412.0,1,Comprehensive,5,delhi,5.49
Maruti,Baleno,2016,Hatchback,Petrol,Manual,83.1,1197.0,21.4,60000.0,2,third_party_insurance,5,delhi,4.5
Maruti,Swift,2018,Hatchback,Petrol,Manual,88.5,1197.0,22.38,33015.0,1,Comprehensive,5,delhi,5.36
Honda,Brio,2012,Hatchback,Petrol,Manual,86.8,1198.0,19.4,44371.0,2,third_party_insurance,5,delhi,2.35
Toyota,Land Cruiser 300,2023,SUV,Diesel,Automatic,304.41,3346.0,13.570787511150758,3500.0,1,Comprehensive,5,delhi,269.0
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.1,998.0,18.9,39045.0,1,Comprehensive,5,delhi,3.04
Hyundai,i10,2013,Hatchback,Petrol,Manual,68.05,1086.0,19.81,49000.0,1,third_party_insurance,5,delhi,2.95
Honda,City,2021,Sedan,Petrol,Automatic,119.35,1498.0,18.3,7936.0,1,Comprehensive,5,delhi,12.96
Audi,A6,2014,Sedan,Diesel,Automatic,174.33,1968.0,17.68,66000.0,2,Comprehensive,5,delhi,10.75
Hyundai,EON,2016,Hatchback,Petrol,Manual,55.2,814.0,21.1,65739.0,1,third_party_insurance,5,delhi,2.95
Maruti,Celerio,2016,Hatchback,Petrol,Automatic,67.04,998.0,23.1,52407.0,1,third_party_insurance,5,delhi,4.25
Hyundai,i10,2011,Hatchback,Petrol,Automatic,78.9,1197.0,16.95,30000.0,1,third_party_insurance,5,delhi,3.5
BMW,5 Series,2018,Sedan,Diesel,Automatic,261.49,2993.0,17.42,48000.0,1,third_party_insurance,5,delhi,43.75
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.05,998.0,21.79,86816.0,1,third_party_insurance,5,delhi,2.75
Toyota,Etios Liva,2015,Hatchback,Petrol,Manual,78.9,1197.0,17.71,63000.0,1,third_party_insurance,5,delhi,4.15
Tata,Tiago,2018,Hatchback,Petrol,Manual,84.0,1199.0,23.84,67000.0,1,third_party_insurance,5,delhi,4.65
Audi,A4,2014,Sedan,Diesel,Automatic,174.33,1968.0,17.11,59000.0,2,Comprehensive,5,delhi,9.75
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,68838.0,1,Comprehensive,5,delhi,5.45
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,46835.0,1,third_party_insurance,5,delhi,5.1
Honda,City,2022,Sedan,Petrol,Automatic,119.35,1498.0,18.3,5242.0,2,third_party_insurance,5,delhi,14.03
Maruti,Baleno,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.35,17457.0,1,Comprehensive,5,delhi,7.49
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,62789.0,1,third_party_insurance,5,delhi,4.35
Maruti,Alto K10,2016,Hatchback,Petrol,Automatic,67.05,998.0,23.95,33618.0,1,Comprehensive,5,delhi,3.46
Honda,City,2010,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,75946.0,1,third_party_insurance,5,delhi,2.05
Toyota,Fortuner,2013,SUV,Diesel,Manual,168.5,2982.0,13.0,230000.0,1,Comprehensive,7,delhi,9.7
Maruti,Wagon R,2013,Hatchback,Petrol,Manual,67.04,998.0,20.51,87208.0,1,Comprehensive,5,delhi,2.57
Datsun,RediGO,2016,Hatchback,Petrol,Manual,67.0,999.0,22.5,42736.0,1,third_party_insurance,5,delhi,2.75
Toyota,Etios,2011,Sedan,Petrol,Manual,88.73,1496.0,17.6,55556.0,1,Comprehensive,5,delhi,2.29
Maruti,Brezza,2023,SUV,Petrol,Manual,101.65,1462.0,17.38,2054.0,1,Comprehensive,5,delhi,12.5
Mercedes-Benz,E-Class,2023,Sedan,Petrol,Automatic,194.44,1991.0,15.0,1700.0,1,Comprehensive,5,delhi,77.5
Kia,Seltos,2021,SUV,Petrol,Automatic,138.08,1353.0,16.5,30120.0,1,Comprehensive,5,delhi,17.25
Hyundai,Verna,2011,Sedan,Petrol,Manual,121.3,1591.0,17.1,32000.0,1,third_party_insurance,5,delhi,3.49
Toyota,Fortuner Legender,2023,SUV,Diesel,Automatic,201.15,2755.0,13.570787511150758,1200.0,1,Comprehensive,7,delhi,55.0
Audi,Q2,2021,SUV,Petrol,Automatic,187.74,1984.0,14.997471064814816,9600.0,1,third_party_insurance,5,delhi,31.45
Honda,City,2017,Sedan,Petrol,Manual,117.3,1497.0,17.8,70000.0,1,Comprehensive,5,delhi,6.99
Toyota,Fortuner,2014,SUV,Diesel,Automatic,168.5,2982.0,12.55,85000.0,1,third_party_insurance,7,delhi,12.75
Maruti,Wagon R,2019,Hatchback,Petrol,Automatic,81.8,1197.0,21.5,40000.0,1,Comprehensive,5,delhi,5.65
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,14163.0,1,Comprehensive,5,delhi,7.22
Mahindra,Thar,2022,SUV,Diesel,Manual,130.0,2184.0,15.2,15000.0,1,Comprehensive,4,delhi,16.85
Hyundai,Aura,2020,Sedan,Petrol,Manual,81.86,1197.0,20.5,4764.0,1,third_party_insurance,5,delhi,8.04
MG,Gloster,2023,SUV,Diesel,Automatic,212.55,1996.0,12.04,20000.0,1,Comprehensive,7,delhi,43.0
Toyota,Innova Crysta,2022,MUV,Petrol,Manual,163.6,2694.0,8.0,7600.0,1,Comprehensive,7,delhi,22.75
Honda,City,2016,Sedan,Petrol,Automatic,117.3,1497.0,18.0,69815.0,1,third_party_insurance,5,delhi,7.42
Hyundai,Creta,2018,SUV,Diesel,Manual,88.7,1396.0,22.1,82000.0,1,third_party_insurance,5,delhi,9.1
BMW,X1,2021,SUV,Petrol,Automatic,257.47,1998.0,14.82,8400.0,1,Comprehensive,5,delhi,40.0
Maruti,Swift,2013,Hatchback,Petrol,Manual,88.5,1197.0,22.38,75463.0,1,Comprehensive,5,delhi,3.15
Maruti,Baleno,2017,Hatchback,Petrol,Manual,83.1,1197.0,21.4,22091.0,1,third_party_insurance,5,delhi,5.57
BMW,6 Series,2019,Sedan,Diesel,Automatic,261.4,2993.0,17.09,32000.0,1,third_party_insurance,4,delhi,57.75
Hyundai,i10,2012,Hatchback,Petrol,Manual,68.05,1086.0,19.81,65000.0,2,Comprehensive,5,delhi,2.31
Tata,Tiago,2016,Hatchback,Petrol,Manual,84.0,1199.0,23.84,66000.0,1,Comprehensive,5,delhi,3.69
BMW,X5,2019,SUV,Diesel,Automatic,258.0,2993.0,15.97,25000.0,1,Comprehensive,5,delhi,52.5
Ford,Endeavour,2018,SUV,Diesel,Automatic,197.0,3198.0,10.91,110000.0,1,Comprehensive,7,delhi,26.75
MG,Astor,2022,SUV,Petrol,Manual,108.49,1498.0,14.800999999999998,15000.0,1,Comprehensive,5,delhi,11.5
Maruti,Baleno,2021,Hatchback,Petrol,Manual,83.1,1197.0,21.4,30000.0,1,Comprehensive,5,delhi,7.0
Kia,Seltos,2021,SUV,Diesel,Automatic,113.42,1493.0,17.8,47000.0,1,Comprehensive,5,delhi,13.0
BMW,X1,2023,SUV,Diesel,Automatic,147.51,1995.0,20.37,6000.0,1,Comprehensive,5,delhi,54.9
Maruti,Baleno,2020,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,35854.0,2,third_party_insurance,5,delhi,8.05
Tata,Nexon,2018,SUV,Petrol,Manual,108.5,1198.0,17.0,43623.0,1,third_party_insurance,5,delhi,7.35
Toyota,Etios,2015,Sedan,Petrol,Manual,88.73,1496.0,16.78,64229.0,2,Comprehensive,5,delhi,4.41
Land Rover,Discovery Sport,2021,SUV,Diesel,Automatic,245.4,1999.0,12.64,33000.0,1,Comprehensive,7,delhi,55.75
Ford,Endeavour,2019,SUV,Diesel,Automatic,197.0,3198.0,10.91,59605.0,2,Comprehensive,7,delhi,28.9
Renault,KWID,2019,Hatchback,Petrol,Manual,67.0,999.0,23.01,2997.0,1,Comprehensive,5,delhi,3.97
Renault,KWID,2021,Hatchback,Petrol,Manual,67.0,999.0,21.74,9606.0,1,third_party_insurance,5,delhi,4.55
Mercedes-Benz,S-Class,2015,Sedan,Diesel,Automatic,254.79,2987.0,13.5,75000.0,1,Comprehensive,5,delhi,38.5
Honda,Amaze,2020,Sedan,Petrol,Automatic,88.76,1199.0,19.0,41898.0,2,third_party_insurance,5,delhi,7.13
Toyota,Glanza,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.01,23159.0,1,third_party_insurance,5,delhi,7.37
Ford,Ecosport,2016,SUV,Petrol,Manual,110.4,1499.0,15.85,53488.0,1,third_party_insurance,5,delhi,5.4
Toyota,Innova Crysta,2019,MUV,Diesel,Manual,147.51,2393.0,13.68,29000.0,1,Comprehensive,7,delhi,17.49
MG,Hector Plus,2023,SUV,Petrol,Automatic,141.0,1451.0,12.34,6000.0,1,zero_depreciation,6,delhi,22.0
Maruti,Swift Dzire,2019,Sedan,Petrol,Manual,81.8,1197.0,21.21,68192.0,1,third_party_insurance,5,delhi,6.27
Kia,Seltos,2023,SUV,Petrol,Manual,113.43,1497.0,16.8,600.0,1,Comprehensive,5,delhi,15.65
Jaguar,XF,2020,Sedan,Petrol,Automatic,197.0,1997.0,10.8,13000.0,1,third_party_insurance,5,delhi,46.25
Maruti,Vitara Brezza,2018,SUV,Diesel,Manual,88.5,1248.0,24.3,67756.0,1,third_party_insurance,5,delhi,7.72
Maruti,SX4 S Cross,2017,SUV,Diesel,Manual,88.5,1248.0,25.1,83811.0,1,third_party_insurance,5,delhi,5.87
Maruti,Swift,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.38,4100.0,1,Comprehensive,5,delhi,6.99
Maruti,Swift Dzire,2020,Sedan,Petrol,Manual,81.8,1197.0,21.21,46243.0,1,Comprehensive,5,delhi,6.42
Mercedes-Benz,CLS-Class,2014,Sedan,Petrol,Automatic,306.0,3498.0,9.26,37000.0,1,Comprehensive,4,delhi,27.0
