manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Maruti,Baleno,2018,Hatchback,Petrol,Manual,83.1,1197.0,21.4,20000.0,1,third_party_insurance,5,chennai,7.0
Volkswagen,Vento,2016,Sedan,Diesel,Automatic,108.6,1498.0,22.15,100894.0,2,Comprehensive,5,chennai,6.92
Maruti,Swift,2016,Hatchback,Diesel,Manual,74.0,1248.0,25.2,86215.0,1,third_party_insurance,5,chennai,5.9
Ford,Fiesta,2006,Sedan,Diesel,Manual,89.0,1399.0,17.8,120000.0,2,third_party_insurance,5,chennai,1.25
Volkswagen,Polo,2017,Hatchback,Petrol,Manual,74.0,1199.0,16.2,98115.0,2,third_party_insurance,5,chennai,5.2
Maruti,Swift Dzire,2019,Sedan,Petrol,Manual,85.8,1298.0,17.5,47125.0,1,third_party_insurance,5,chennai,6.95
Maruti,Wagon R,2022,Hatchback,Petrol,Manual,88.5,1197.0,23.56,4453.0,1,third_party_insurance,5,chennai,6.07
Tata,Punch,2022,SUV,Petrol,Manual,86.63,1199.0,20.09,9991.0,1,third_party_insurance,5,chennai,6.88
Maruti,Wagon R,2021,Hatchback,Petrol,Manual,67.1,998.0,18.9,4564.0,1,Comprehensive,5,chennai,6.6
Ford,Figo,2012,Hatchback,Diesel,Manual,68.0,1399.0,20.0,108713.0,1,Comprehensive,5,chennai,2.5
Honda,City,2021,Sedan,Petrol,Manual,119.35,1498.0,18.6,13000.0,1,Comprehensive,5,chennai,12.45
Honda,WR-V,2017,SUV,Petrol,Manual,88.7,1199.0,17.5,55450.0,2,Comprehensive,5,chennai,5.75
Hyundai,Creta,2016,SUV,Petrol,Manual,121.3,1591.0,13.0,49000.0,1,Comprehensive,5,chennai,8.45
Hyundai,Xcent,2015,Sedan,Petrol,Manual,81.86,1197.0,20.14,86694.0,1,Comprehensive,5,chennai,4.05
Maruti,Swift Dzire,2013,Sedan,Diesel,Manual,74.0,1248.0,23.4,150000.0,2,third_party_insurance,5,chennai,3.0
Honda,City,2019,Sedan,Petrol,Manual,117.6,1497.0,17.4,25284.0,0,third_party_insurance,5,chennai,9.25
Toyota,Glanza,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.01,30000.0,1,third_party_insurance,5,chennai,7.5
BMW,3 Series,2015,Sedan,Diesel,Automatic,184.0,1995.0,18.88,109000.0,2,third_party_insurance,5,chennai,13.0
Kia,Carens,2022,MUV,Petrol,Manual,138.05,1353.0,16.2,4605.0,1,Comprehensive,6,chennai,17.14
Kia,Sonet,2020,SUV,Petrol,Manual,118.36,998.0,18.2,49218.0,1,Comprehensive,5,chennai,9.28
Honda,City,2021,Sedan,Petrol,Manual,119.35,1498.0,18.6,45568.0,1,Comprehensive,5,chennai,9.5
Tata,Punch,2022,SUV,Petrol,Manual,86.63,1199.0,20.09,36035.0,1,third_party_insurance,5,chennai,7.02
Mahindra,XUV300,2020,SUV,Diesel,Manual,115.05,1497.0,20.1,45242.0,1,Comprehensive,5,chennai,8.45
Land Rover,Discovery Sport,2018,SUV,Diesel,Automatic,187.7,2179.0,12.51,38000.0,2,Comprehensive,7,chennai,34.75
Tata,Tiago,2019,Hatchback,Petrol,Automatic,83.83,1199.0,23.84,52979.0,1,Comprehensive,5,chennai,5.13
Honda,Amaze,2015,Sedan,Diesel,Manual,98.63,1498.0,24.7,67130.0,2,third_party_insurance,5,chennai,5.7
Honda,BR-V,2018,SUV,Petrol,Manual,117.3,1497.0,15.4,19595.0,1,Comprehensive,7,chennai,8.51
Mahindra,Scorpio N,2022,SUV,Diesel,Manual,172.45,2198.0,16.266187649692803,23183.0,1,third_party_insurance,7,chennai,23.5
BMW,3 Series Gran Limousine,2022,Sedan,Diesel,Automatic,187.4,1995.0,19.62,15000.0,1,Comprehensive,5,chennai,57.9
Maruti,Celerio,2014,Hatchback,Petrol,Manual,67.04,998.0,23.1,67558.0,1,Comprehensive,5,chennai,3.7
Hyundai,Alcazar,2021,SUV,Petrol,Manual,156.9,1999.0,14.5,40000.0,1,third_party_insurance,6,chennai,19.0
Volkswagen,Polo,2014,Hatchback,Petrol,Manual,74.0,1198.0,16.47,55664.0,1,Comprehensive,5,chennai,4.6
Volkswagen,Polo,2014,Hatchback,Petrol,Manual,74.0,1198.0,16.47,55664.0,1,third_party_insurance,5,chennai,4.6
Hyundai,i20,2013,Hatchback,Diesel,Manual,88.7688,1396.0,21.9,109324.0,1,Comprehensive,5,chennai,3.65
Skoda,Kodiaq,2018,SUV,Diesel,Automatic,148.0,1968.0,16.25,118008.0,1,Comprehensive,7,chennai,26.0
Renault,Duster,2016,SUV,Diesel,Manual,108.45,1461.0,19.72,72000.0,1,Comprehensive,5,chennai,7.9
Maruti,Swift,2013,Hatchback,Diesel,Manual,74.0,1248.0,22.9,86630.0,1,Comprehensive,5,chennai,4.5
Maruti,Wagon R,2014,Hatchback,Petrol,Manual,67.04,998.0,20.51,82476.0,1,Comprehensive,5,chennai,3.7
Hyundai,Grand i10 Nios,2019,Hatchback,Petrol,Automatic,81.86,1197.0,20.7,27749.0,2,third_party_insurance,5,chennai,6.65
Hyundai,Venue,2020,SUV,Petrol,Automatic,118.35,998.0,18.15,21609.0,1,third_party_insurance,5,chennai,10.36
Honda,City,2019,Sedan,Petrol,Manual,106.0,1493.0,16.0,89609.0,1,third_party_insurance,5,chennai,8.75
Ford,Freestyle,2019,Hatchback,Diesel,Manual,98.63,1498.0,24.4,83556.0,2,Comprehensive,5,chennai,5.39
Tata,Punch,2022,SUV,Petrol,Manual,86.63,1199.0,20.09,31513.0,1,third_party_insurance,5,chennai,8.47
Honda,City,2016,Sedan,Petrol,Manual,117.6,1497.0,17.4,45939.0,1,third_party_insurance,5,chennai,7.55
Tata,Tiago,2020,Hatchback,Petrol,Manual,84.82,1199.0,19.01,40531.0,1,third_party_insurance,5,chennai,4.96
Mahindra,Bolero,2009,MUV,Diesel,Manual,63.0,2523.0,13.6,120000.0,3,third_party_insurance,7,chennai,3.75
Maruti,Vitara Brezza,2020,SUV,Petrol,Automatic,103.26,1462.0,18.76,17663.0,1,third_party_insurance,5,chennai,10.09
Hyundai,Grand i10,2013,Hatchback,Petrol,Manual,82.0,1197.0,18.9,77706.0,3,third_party_insurance,5,chennai,3.39
Audi,Q7,2016,SUV,Diesel,Automatic,245.0,2967.0,14.75,49000.0,1,Comprehensive,7,chennai,49.0
Volvo,XC 90,2019,SUV,Diesel,Automatic,235.0,1969.0,17.2,60000.0,1,Comprehensive,7,chennai,68.0
BMW,3 Series,2018,Sedan,Diesel,Automatic,187.74,1995.0,20.37,35000.0,1,Comprehensive,5,chennai,34.0
Jaguar,F-Pace,2018,SUV,Diesel,Automatic,177.0,1999.0,16.38,54000.0,1,Comprehensive,5,chennai,50.0
Honda,New Accord,2010,Sedan,Petrol,Manual,177.6,2354.0,12.8,110000.0,1,third_party_insurance,5,chennai,5.19
Audi,Q7,2013,SUV,Diesel,Automatic,241.4,2967.0,12.07,135000.0,2,Comprehensive,7,chennai,21.5
Audi,A4,2012,Sedan,Diesel,Automatic,174.33,1968.0,17.11,80000.0,1,Comprehensive,5,chennai,14.5
Maruti,SX4 S Cross,2018,SUV,Diesel,Manual,88.5,1248.0,23.65,72020.0,1,third_party_insurance,5,chennai,8.25
Toyota,Innova Crysta,2017,MUV,Diesel,Manual,147.8,2393.0,13.68,98000.0,1,Comprehensive,7,chennai,18.5
Maruti,Alto,2007,Hatchback,Petrol,Manual,46.3,796.0,19.7,36385.0,0,third_party_insurance,5,chennai,1.65
Hyundai,Alcazar,2022,SUV,Diesel,Manual,113.98,1493.0,20.4,4259.0,1,third_party_insurance,7,chennai,19.91
Tata,Harrier,2021,SUV,Diesel,Automatic,167.67,1956.0,14.6,12925.0,1,third_party_insurance,5,chennai,19.94
Volkswagen,Taigun,2022,SUV,Petrol,Automatic,147.51,1498.0,17.88,27000.0,1,Comprehensive,5,chennai,16.45
Tata,Nexon,2019,SUV,Petrol,Manual,108.5,1198.0,17.0,27425.0,2,Comprehensive,5,chennai,7.19
Maruti,Celerio,2021,Hatchback,Petrol,Automatic,65.71,998.0,26.0,13126.0,1,zero_depreciation,5,chennai,6.33
Maruti,Ertiga,2018,MUV,Petrol,Manual,103.0,1462.0,19.34,57000.0,1,third_party_insurance,7,chennai,7.99
Maruti,Baleno,2020,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,24500.0,2,Comprehensive,5,chennai,8.61
Renault,Triber,2021,MUV,Petrol,Manual,71.01,999.0,20.0,27216.0,1,zero_depreciation,7,chennai,7.49
Tata,Tiago,2021,Hatchback,Petrol,Manual,84.82,1199.0,19.01,12060.0,1,Comprehensive,5,chennai,6.48
Maruti,Swift Dzire,2009,Sedan,Diesel,Manual,73.9,1248.0,19.3,150000.0,1,third_party_insurance,5,chennai,2.5
Hyundai,EON,2012,Hatchback,Petrol,Manual,55.2,814.0,21.1,46931.0,2,Comprehensive,5,chennai,2.65
Volkswagen,Polo,2014,Hatchback,Petrol,Manual,73.9,1198.0,16.47,60000.0,1,Comprehensive,5,chennai,4.9
Kia,Seltos,2020,SUV,Petrol,Manual,138.08,1353.0,16.5,45787.0,1,third_party_insurance,5,chennai,15.9
Tata,Indigo,2009,Sedan,Petrol,Manual,64.1108,1396.0,14.4,80000.0,2,third_party_insurance,5,chennai,1.14
Honda,Amaze,2014,Sedan,Diesel,Manual,98.6,1498.0,25.8,44000.0,1,Comprehensive,5,chennai,4.75
Honda,Amaze,2020,Sedan,Petrol,Automatic,88.76,1199.0,18.3,4786.0,1,third_party_insurance,5,chennai,9.73
Hyundai,i20,2018,Hatchback,Petrol,Manual,81.83,1197.0,18.6,39024.0,1,Comprehensive,5,chennai,6.3
BMW,3 Series Gran Limousine,2022,Sedan,Petrol,Automatic,254.79,1998.0,15.3,6000.0,1,Comprehensive,5,chennai,58.5
Tata,Nano,2014,Hatchback,Petrol,Manual,37.5,624.0,25.4,40000.0,1,third_party_insurance,4,chennai,1.5
Hyundai,Creta,2018,SUV,Petrol,Manual,121.3,1591.0,15.8,114386.0,1,third_party_insurance,5,chennai,8.27
Renault,Triber,2022,MUV,Petrol,Manual,71.01,999.0,20.0,27369.0,1,third_party_insurance,7,chennai,7.15
Toyota,Innova Crysta,2019,MUV,Diesel,Manual,147.51,2393.0,13.68,58000.0,1,Comprehensive,7,chennai,21.0
Hyundai,Grand i10,2019,Hatchback,Petrol,Manual,81.86,1197.0,18.9,16561.0,2,Comprehensive,5,chennai,5.69
Renault,KWID,2021,Hatchback,Petrol,Manual,67.0,999.0,21.74,23328.0,1,Comprehensive,5,chennai,4.9
Maruti,S-Presso,2020,Hatchback,Petrol,Manual,65.71,998.0,21.7,16473.0,1,Comprehensive,5,chennai,4.85
Honda,Brio,2017,Hatchback,Petrol,Manual,86.8,1198.0,18.5,46375.0,2,third_party_insurance,5,chennai,4.52
Maruti,Baleno,2017,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,91799.0,1,Comprehensive,5,chennai,6.22
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,38919.0,3,Comprehensive,5,chennai,5.54
Maruti,Wagon R,2016,Hatchback,Petrol,Manual,67.1,998.0,18.9,70235.0,1,Comprehensive,5,chennai,3.75
Honda,Amaze,2020,Sedan,Petrol,Automatic,88.76,1199.0,18.3,3989.0,1,third_party_insurance,5,chennai,9.67
Honda,Amaze,2015,Sedan,Diesel,Manual,98.63,1498.0,24.7,91773.0,1,Comprehensive,5,chennai,4.75
Maruti,Alto 800,2019,Hatchback,Petrol,Manual,47.33,796.0,22.05,60000.0,2,third_party_insurance,5,chennai,3.2
Honda,Amaze,2018,Sedan,Petrol,Manual,88.76,1199.0,18.6,28906.0,1,Comprehensive,5,chennai,6.95
Maruti,Celerio,2016,Hatchback,Diesel,Manual,47.0,793.0,27.62,150000.0,1,third_party_insurance,5,chennai,3.5
Hyundai,i20,2009,Hatchback,Petrol,Manual,78.90559999999999,1197.0,17.0,70000.0,3,third_party_insurance,5,chennai,2.5
Mahindra,XUV500,2017,SUV,Diesel,Manual,140.0,2179.0,16.0,70000.0,1,Comprehensive,7,chennai,12.5
Maruti,Alto 800,2014,Hatchback,Petrol,Manual,47.3,796.0,22.74,43428.0,1,third_party_insurance,5,chennai,2.6
Chevrolet,Beat,2013,Hatchback,Diesel,Manual,57.6,936.0,25.44,67000.0,1,Comprehensive,5,chennai,2.85
Maruti,Baleno,2017,Hatchback,Petrol,Automatic,83.1,1197.0,21.4,70528.0,1,Comprehensive,5,chennai,6.16
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,35413.0,1,third_party_insurance,5,chennai,5.94
Maruti,Alto 800,2018,Hatchback,Petrol,Manual,47.3,796.0,24.7,40000.0,2,third_party_insurance,5,chennai,3.2
Honda,Jazz,2017,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,66285.0,1,third_party_insurance,5,chennai,6.47
Kia,Seltos,2019,SUV,Petrol,Automatic,138.08,1353.0,16.5,83129.0,1,zero_depreciation,5,chennai,14.0
Honda,City,2016,Sedan,Petrol,Manual,117.6,1497.0,17.4,87055.0,1,Comprehensive,5,chennai,6.0
Hyundai,Grand i10,2019,Hatchback,Petrol,Manual,81.86,1197.0,18.9,37218.0,2,third_party_insurance,5,chennai,5.05
Hyundai,Venue,2019,SUV,Petrol,Manual,118.35,998.0,18.27,60000.0,1,third_party_insurance,5,chennai,9.0
Hyundai,i20,2019,Hatchback,Petrol,Manual,81.86,1197.0,18.6,33640.0,1,third_party_insurance,5,chennai,7.3
Ford,Freestyle,2020,Hatchback,Petrol,Manual,94.93,1194.0,18.5,23608.0,1,Comprehensive,5,chennai,6.48
Hyundai,i20,2013,Hatchback,Petrol,Manual,82.85,1197.0,18.5,22353.0,1,Comprehensive,5,chennai,4.35
Skoda,Rapid,2017,Sedan,Diesel,Automatic,108.6,1498.0,21.72,120000.0,1,third_party_insurance,5,chennai,9.0
Honda,City,2018,Sedan,Petrol,Manual,117.3,1497.0,17.4,54241.0,1,Comprehensive,5,chennai,7.4
Maruti,Wagon R,2012,Hatchback,Petrol,Manual,67.05,998.0,21.79,86173.0,1,third_party_insurance,5,chennai,3.2
Hyundai,i10,2011,Hatchback,Petrol,Manual,78.9,1197.0,20.36,91143.0,1,Comprehensive,5,chennai,2.95
Mahindra,TUV 300,2016,SUV,Diesel,Manual,100.0,1493.0,18.49,36000.0,1,Comprehensive,7,chennai,7.9
Honda,City,2015,Sedan,Petrol,Manual,117.3,1497.0,17.4,108818.0,1,third_party_insurance,5,chennai,5.3
Volkswagen,Polo,2011,Hatchback,Diesel,Manual,73.9,1199.0,22.07,120000.0,2,third_party_insurance,5,chennai,3.15
Mercedes-Benz,C-Class,2008,Sedan,Diesel,Automatic,170.0,2143.0,14.84,107000.0,2,Comprehensive,5,chennai,8.5
Honda,City,2014,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,90530.0,1,Comprehensive,5,chennai,5.7
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,77957.0,1,Comprehensive,5,chennai,5.76
Hyundai,Creta,2017,SUV,Petrol,Manual,121.3,1591.0,13.0,81394.0,2,third_party_insurance,5,chennai,8.42
Maruti,Ciaz,2017,Sedan,Petrol,Manual,91.1,1373.0,20.73,64341.0,1,third_party_insurance,5,chennai,6.75
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,33407.0,1,Comprehensive,5,chennai,5.18
Datsun,RediGO,2021,Hatchback,Petrol,Manual,53.64,799.0,20.71,14811.0,1,Comprehensive,5,chennai,3.97
Skoda,Rapid,2017,Sedan,Petrol,Manual,103.2,1598.0,14.3,37000.0,1,Comprehensive,5,chennai,7.75
Jeep,Compass,2017,SUV,Diesel,Manual,170.0,1956.0,17.1,49326.0,2,third_party_insurance,5,chennai,11.66
Honda,New Accord,2009,Sedan,Petrol,Manual,177.5376,2354.0,9.8,120000.0,3,third_party_insurance,5,chennai,4.5
Tata,Tiago NRG,2022,Hatchback,Petrol,Automatic,84.48,1199.0,20.09,4939.0,1,zero_depreciation,5,chennai,7.32
Ford,Ecosport,2014,SUV,Petrol,Automatic,110.0,1499.0,16.5,82620.0,1,Comprehensive,5,chennai,5.77
Skoda,Superb,2009,Sedan,Petrol,Manual,160.0,1798.0,13.14,60000.0,2,third_party_insurance,5,chennai,6.0
Volkswagen,Polo,2015,Hatchback,Diesel,Manual,88.8,1498.0,20.14,86857.0,1,third_party_insurance,5,chennai,5.1
Mercedes-Benz,C-Class,2010,Sedan,Diesel,Automatic,170.0,2143.0,14.84,70000.0,3,third_party_insurance,5,chennai,9.0
Audi,Q7,2012,SUV,Diesel,Automatic,335.2,4134.0,11.33,120000.0,2,third_party_insurance,7,chennai,15.0
Maruti,Wagon R,2022,Hatchback,Petrol,Automatic,65.71,998.0,25.19,14483.0,1,third_party_insurance,5,chennai,6.25
Hyundai,Creta,2022,SUV,Diesel,Manual,113.98,1493.0,16.65796052631579,19000.0,1,Comprehensive,5,chennai,12.75
Ford,Figo,2016,Hatchback,Petrol,Manual,86.8,1196.0,18.16,36202.0,1,Comprehensive,5,chennai,3.95
Datsun,GO Plus,2017,MUV,Petrol,Manual,67.0,1198.0,19.44,30000.0,1,third_party_insurance,7,chennai,3.2
Ford,Figo,2017,Hatchback,Diesel,Manual,99.0,1498.0,24.29,70000.0,1,third_party_insurance,5,chennai,4.5
Hyundai,Venue,2022,SUV,Petrol,Manual,118.41,998.0,18.89955882352941,20000.0,1,third_party_insurance,5,chennai,10.85
Datsun,RediGO,2021,Hatchback,Petrol,Manual,53.64,799.0,20.71,24077.0,1,Comprehensive,5,chennai,4.0
Maruti,Swift Dzire,2012,Sedan,Diesel,Manual,73.9,1248.0,19.3,81985.0,1,Comprehensive,5,chennai,4.85
Maruti,Ertiga,2020,MUV,Petrol,Automatic,103.26,1462.0,17.99,30000.0,2,third_party_insurance,7,chennai,9.85
Honda,City,2017,Sedan,Petrol,Manual,117.3,1497.0,17.8,91841.0,1,third_party_insurance,5,chennai,6.81
Ford,Ecosport,2016,SUV,Petrol,Automatic,110.4,1499.0,15.63,64961.0,3,third_party_insurance,5,chennai,6.21
Maruti,Alto K10,2018,Hatchback,Petrol,Automatic,67.05,998.0,23.95,20950.0,1,Comprehensive,5,chennai,4.1
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,94348.0,2,Comprehensive,5,chennai,5.05
Hyundai,Venue,2022,SUV,Diesel,Manual,113.45,1493.0,18.89955882352941,32000.0,1,Comprehensive,5,chennai,12.9
Hyundai,i20,2019,Hatchback,Petrol,Manual,81.86,1197.0,18.6,51744.0,1,third_party_insurance,5,chennai,7.08
Mahindra,XUV500,2020,SUV,Diesel,Automatic,152.87,2179.0,15.1,81152.0,2,Comprehensive,7,chennai,17.34
Honda,Amaze,2018,Sedan,Petrol,Manual,88.76,1199.0,18.6,19516.0,1,Comprehensive,5,chennai,6.5
Maruti,Swift,2021,Hatchback,Petrol,Manual,85.8,1197.0,18.6,29093.0,1,Comprehensive,5,chennai,7.6
Honda,Amaze,2018,Sedan,Diesel,Automatic,78.9,1498.0,23.8,54408.0,1,third_party_insurance,5,chennai,7.85
Maruti,Baleno,2019,Hatchback,Petrol,Manual,81.8,1197.0,21.01,16000.0,1,Comprehensive,5,chennai,7.45
Ford,Endeavour,2018,SUV,Diesel,Automatic,158.0,2198.0,12.62,100000.0,1,third_party_insurance,7,chennai,20.0
Datsun,RediGO,2016,Hatchback,Petrol,Manual,53.64,799.0,22.7,56876.0,1,Comprehensive,5,chennai,2.7
Volkswagen,Polo,2014,Hatchback,Diesel,Manual,73.9,1199.0,22.07,50000.0,1,third_party_insurance,5,chennai,4.5
Honda,Amaze,2015,Sedan,Petrol,Manual,88.76,1199.0,18.6,84505.0,2,Comprehensive,5,chennai,4.2
Toyota,Innova Crysta,2021,MUV,Diesel,Automatic,148.0,2393.0,12.0,34000.0,1,Comprehensive,7,chennai,27.9
Maruti,Wagon R,2020,Hatchback,Petrol,Manual,67.05,998.0,21.79,22305.0,1,Comprehensive,5,chennai,5.5
Renault,KWID,2019,Hatchback,Petrol,Manual,67.0,999.0,23.01,33573.0,1,Comprehensive,5,chennai,4.21
Datsun,RediGO,2019,Hatchback,Petrol,Manual,53.64,799.0,22.7,33615.0,1,third_party_insurance,5,chennai,3.03
Honda,Jazz,2018,Hatchback,Petrol,Automatic,88.7,1199.0,18.2,30000.0,2,third_party_insurance,5,chennai,7.8
Tata,Tigor,2020,Sedan,Petrol,Manual,83.81,1199.0,20.3,34935.0,1,Comprehensive,5,chennai,6.43
Maruti,Celerio,2018,Hatchback,Petrol,Automatic,67.04,998.0,23.1,66511.0,2,Comprehensive,5,chennai,4.74
Toyota,Camry,2021,Sedan,Petrol,Automatic,157.7,2494.0,19.16,24000.0,1,Comprehensive,5,chennai,42.0
Maruti,Swift Dzire,2017,Sedan,Petrol,Manual,81.8,1197.0,21.21,68979.0,1,Comprehensive,5,chennai,6.44
Maruti,Ertiga,2021,MUV,Petrol,Manual,103.26,1462.0,19.01,50000.0,1,third_party_insurance,7,chennai,12.0
Maruti,Wagon R,2019,Hatchback,Petrol,Automatic,67.0,998.0,20.51,45161.0,2,Comprehensive,5,chennai,5.19
Ford,Ecosport,2018,SUV,Diesel,Manual,98.96,1498.0,23.0,42917.0,1,Comprehensive,5,chennai,8.11
Maruti,Baleno,2019,Hatchback,Petrol,Manual,81.8,1197.0,21.01,20000.0,1,third_party_insurance,5,chennai,7.25
Maruti,Baleno,2018,Hatchback,Petrol,Automatic,81.8,1197.0,19.56,32000.0,1,Comprehensive,5,chennai,7.25
Hyundai,i20,2019,Hatchback,Diesel,Manual,88.76,1396.0,22.54,40000.0,1,third_party_insurance,5,chennai,7.5
Honda,City,2020,Sedan,Petrol,Manual,117.6,1497.0,17.4,29911.0,1,Comprehensive,5,chennai,9.5
Hyundai,Verna,2018,Sedan,Petrol,Automatic,121.3,1591.0,17.0,23000.0,1,Comprehensive,5,chennai,9.25
Tata,Zest,2018,Sedan,Diesel,Manual,74.0,1248.0,22.95,100000.0,2,third_party_insurance,5,chennai,5.25
Toyota,Innova Crysta,2016,MUV,Diesel,Manual,147.8,2393.0,13.68,42000.0,1,Comprehensive,7,chennai,18.75
Mercedes-Benz,C-Class,2016,Sedan,Diesel,Automatic,170.0,2143.0,19.27,58000.0,1,Comprehensive,5,chennai,26.5
Maruti,Swift,2015,Hatchback,Diesel,Manual,74.0,1248.0,25.2,53764.0,1,Comprehensive,5,chennai,5.5
Hyundai,Grand i10,2015,Hatchback,Petrol,Manual,81.86,1197.0,18.9,61455.0,1,third_party_insurance,5,chennai,5.0
Jeep,Compass,2018,SUV,Petrol,Automatic,160.0,1368.0,16.0,52732.0,2,zero_depreciation,5,chennai,12.09
Honda,Jazz,2017,Hatchback,Petrol,Automatic,88.7,1199.0,19.0,61159.0,2,Comprehensive,5,chennai,6.56
Hyundai,i20,2010,Hatchback,Petrol,Manual,78.90559999999999,1197.0,17.0,90000.0,2,third_party_insurance,5,chennai,2.95
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,95296.0,1,Comprehensive,5,chennai,4.31
Hyundai,Creta,2018,SUV,Petrol,Manual,121.3,1591.0,15.8,106506.0,1,Comprehensive,5,chennai,8.95
BMW,5 Series,2012,Sedan,Diesel,Automatic,218.0,1995.0,16.73,70000.0,2,third_party_insurance,5,chennai,15.0
Hyundai,Grand i10,2015,Hatchback,Petrol,Manual,82.0,1197.0,18.9,108551.0,2,Comprehensive,5,chennai,3.92
Honda,Amaze,2014,Sedan,Diesel,Manual,98.6,1498.0,25.8,54186.0,1,Comprehensive,5,chennai,4.7
Honda,Amaze,2018,Sedan,Petrol,Automatic,88.76,1199.0,19.0,106848.0,1,Comprehensive,5,chennai,7.26
Volkswagen,Vento,2020,Sedan,Petrol,Automatic,108.62,999.0,16.35,38464.0,2,third_party_insurance,5,chennai,10.23
Maruti,Ignis,2017,Hatchback,Petrol,Manual,81.8,1197.0,20.89,59841.0,1,third_party_insurance,5,chennai,5.0
Toyota,Fortuner,2023,SUV,Diesel,Automatic,201.15,2755.0,12.876842105263158,3000.0,1,Comprehensive,7,chennai,45.5
Hyundai,Creta,2020,SUV,Petrol,Automatic,113.18,1497.0,16.65796052631579,19649.0,1,third_party_insurance,5,chennai,15.9
BMW,3 Series Gran Limousine,2021,Sedan,Diesel,Automatic,187.4,1995.0,19.62,3300.0,1,Comprehensive,5,chennai,56.0
Ford,Mondeo,2003,Sedan,Petrol,Manual,143.0,1999.0,9.0,60000.0,3,third_party_insurance,5,chennai,1.4
Hyundai,Alcazar,2021,SUV,Petrol,Automatic,156.9,1999.0,14.2,40000.0,1,third_party_insurance,6,chennai,19.0
Kia,Seltos,2020,SUV,Petrol,Automatic,113.43,1497.0,17.58604651162791,27000.0,1,Comprehensive,5,chennai,14.25
Jeep,Compass,2018,SUV,Diesel,Manual,170.0,1956.0,17.1,50000.0,1,third_party_insurance,5,chennai,12.5
Tata,Nano,2014,Hatchback,Petrol,Manual,37.5,624.0,25.4,39000.0,1,third_party_insurance,4,chennai,1.25
Hyundai,Creta,2017,SUV,Petrol,Manual,121.3,1591.0,15.29,55927.0,1,Comprehensive,5,chennai,9.03
Hyundai,i20,2014,Hatchback,Petrol,Manual,81.83,1197.0,18.6,35325.0,2,Comprehensive,5,chennai,4.88
Maruti,Baleno,2020,Hatchback,Petrol,Manual,81.8,1197.0,21.01,20000.0,2,third_party_insurance,5,chennai,6.6
Hyundai,i20,2017,Hatchback,Petrol,Manual,81.83,1197.0,18.6,41248.0,1,third_party_insurance,5,chennai,6.04
Tata,Tiago,2016,Hatchback,Petrol,Manual,84.0,1199.0,23.84,70076.0,1,third_party_insurance,5,chennai,4.17
Mahindra,XUV300,2016,SUV,Petrol,Manual,108.62,1197.0,16.82,128398.0,1,Comprehensive,5,chennai,4.05
Maruti,Wagon R,2017,Hatchback,Petrol,Automatic,67.0,998.0,20.51,20973.0,3,Comprehensive,5,chennai,4.44
Maruti,Swift,2007,Hatchback,Petrol,Manual,86.993424,1298.0,16.1,90000.0,2,third_party_insurance,5,chennai,2.2
Hyundai,Aura,2020,Sedan,Petrol,Manual,81.86,1197.0,20.5,98807.0,1,Comprehensive,5,chennai,6.15
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,102249.0,2,Comprehensive,5,chennai,3.96
Hyundai,Grand i10,2018,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,18837.0,1,Comprehensive,5,chennai,6.5
Jeep,Compass,2018,SUV,Diesel,Manual,170.0,1956.0,17.1,50000.0,1,Comprehensive,5,chennai,14.0
Hyundai,EON,2012,Hatchback,Petrol,Manual,55.2,814.0,21.1,120000.0,1,third_party_insurance,5,chennai,2.1
Toyota,Innova Crysta,2021,MUV,Diesel,Automatic,148.0,2393.0,12.0,19000.0,1,Comprehensive,7,chennai,24.75
Maruti,Alto 800,2020,Hatchback,Petrol,Manual,47.33,796.0,22.05,10000.0,1,third_party_insurance,5,chennai,4.0
Maruti,Celerio,2015,Hatchback,Petrol,Automatic,67.05,998.0,21.63,128876.0,1,Comprehensive,5,chennai,3.5
Maruti,Wagon R,2016,Hatchback,Petrol,Manual,67.04,998.0,20.51,37942.0,0,third_party_insurance,5,chennai,4.3
Hyundai,Grand i10,2018,Hatchback,Petrol,Manual,81.86,1197.0,18.9,37300.0,1,Comprehensive,5,chennai,5.15
Mercedes-Benz,GLC,2017,SUV,Diesel,Automatic,170.0,2143.0,17.9,30000.0,2,Comprehensive,5,chennai,37.5
